1.1873,1.6359,1.6359,1.6359,1.6359,1.6359,1.6359,1.6359,1.6359,1.6359,1.6359,1.6359,1.6359
1.6376,1.6376,1.6376,1.6376,1.6376,1.6376,1.6376,1.6376,1.6376,1.6376,1.6376,1.6376,1.6376
1.6392,1.6392,1.6392,1.6392,1.6392,1.6392,1.6392,1.6392,1.6392,1.6392,1.6392,1.6392,1.6392
0.9378,1.6409,1.6409,1.6409,1.6409,1.6409,1.6409,1.6409,1.6409,1.6409,1.6409,1.6409,1.6409
1.6425,1.6425,1.6425,1.6425,1.6425,1.6425,1.6425,1.6425,1.6425,1.6425,1.6425,1.6425,1.6425
1.6442,1.6442,1.6442,1.6442,1.6442,1.6442,1.6442,1.6442,1.6442,1.6442,1.6442,1.6442,1.6442
1.6458,1.6458,1.6458,1.6458,1.6458,1.6458,1.6458,1.6458,1.6458,1.6458,1.6458,1.6458,1.6458
1.6475,1.6475,1.6475,1.6475,1.6475,1.6475,1.6475,1.6475,1.6475,1.6475,1.6475,1.6475,1.6475
0.8581,1.6491,1.6491,1.6491,1.6491,1.6491,1.6491,1.6491,1.6491,1.6491,1.6491,1.6491,1.6491
1.6508,1.6508,1.6508,1.6508,1.6508,1.6508,1.6508,1.6508,1.6508,1.6508,1.6508,1.6508,1.6508
1.6524,1.6524,1.6524,1.6524,1.6524,1.6524,1.6524,1.6524,1.6524,1.6524,1.6524,1.6524,1.6524
0.977,1.6541,1.6541,1.6541,1.6541,1.6541,1.6541,1.6541,1.6541,1.6541,1.6541,1.6541,1.6541
1.6558,1.6558,1.6558,1.6558,1.6558,1.6558,1.6558,1.6558,1.6558,1.6558,1.6558,1.6558,1.6558
1.1575,1.6575,1.6575,1.6575,1.6575,1.6575,1.6575,1.6575,1.6575,1.6575,1.6575,1.6575,1.6575
10.0,1.6591,1.6591,1.6591,1.6591,1.6591,1.6591,1.6591,1.6591,1.6591,1.6591,1.6591,1.6591
1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608
0.7367,1.4476,1.6625,1.6625,1.6625,1.6625,1.6625,1.6625,1.6625,1.6625,1.6625,1.6625,1.6625
1.6642,1.6642,1.6642,1.6642,1.6642,1.6642,1.6642,1.6642,1.6642,1.6642,1.6642,1.6642,1.6642
1.6659,1.6659,1.6659,1.6659,1.6659,1.6659,1.6659,1.6659,1.6659,1.6659,1.6659,1.6659,1.6659
1.6676,1.6676,1.6676,1.6676,1.6676,1.6676,1.6676,1.6676,1.6676,1.6676,1.6676,1.6676,1.6676
1.6693,1.6693,1.6693,1.6693,1.6693,1.6693,1.6693,1.6693,1.6693,1.6693,1.6693,1.6693,1.6693
0.7884,1.671,1.671,1.671,1.671,1.671,1.671,1.671,1.671,1.671,1.671,1.671,1.671
10.0,1.6727,1.6727,1.6727,1.6727,1.6727,1.6727,1.6727,1.6727,1.6727,1.6727,1.6727,1.6727
1.6744,1.6744,1.6744,1.6744,1.6744,1.6744,1.6744,1.6744,1.6744,1.6744,1.6744,1.6744,1.6744
0.7332,1.3551,1.6761,1.6761,1.6761,1.6761,1.6761,1.6761,1.6761,1.6761,1.6761,1.6761,1.6761
1.6778,1.6778,1.6778,1.6778,1.6778,1.6778,1.6778,1.6778,1.6778,1.6778,1.6778,1.6778,1.6778
1.4833,1.6795,1.6795,1.6795,1.6795,1.6795,1.6795,1.6795,1.6795,1.6795,1.6795,1.6795,1.6795
10.0,1.6813,1.6813,1.6813,1.6813,1.6813,1.6813,1.6813,1.6813,1.6813,1.6813,1.6813,1.6813
1.683,1.683,1.683,1.683,1.683,1.683,1.683,1.683,1.683,1.683,1.683,1.683,1.683
0.6447,1.3149,1.6847,1.6847,1.6847,1.6847,1.6847,1.6847,1.6847,1.6847,1.6847,1.6847,1.6847
1.6865,1.6865,1.6865,1.6865,1.6865,1.6865,1.6865,1.6865,1.6865,1.6865,1.6865,1.6865,1.6865
1.6882,1.6882,1.6882,1.6882,1.6882,1.6882,1.6882,1.6882,1.6882,1.6882,1.6882,1.6882,1.6882
0.8623,1.5763,1.6899,1.6899,1.6899,1.6899,1.6899,1.6899,1.6899,1.6899,1.6899,1.6899,1.6899
1.6917,1.6917,1.6917,1.6917,1.6917,1.6917,1.6917,1.6917,1.6917,1.6917,1.6917,1.6917,1.6917
0.8073,1.6934,1.6934,1.6934,1.6934,1.6934,1.6934,1.6934,1.6934,1.6934,1.6934,1.6934,1.6934
10.0,1.6952,1.6952,1.6952,1.6952,1.6952,1.6952,1.6952,1.6952,1.6952,1.6952,1.6952,1.6952
1.6969,1.6969,1.6969,1.6969,1.6969,1.6969,1.6969,1.6969,1.6969,1.6969,1.6969,1.6969,1.6969
0.6066,1.1653,1.6987,1.6987,1.6987,1.6987,1.6987,1.6987,1.6987,1.6987,1.6987,1.6987,1.6987
1.7005,1.7005,1.7005,1.7005,1.7005,1.7005,1.7005,1.7005,1.7005,1.7005,1.7005,1.7005,1.7005
1.7022,1.7022,1.7022,1.7022,1.7022,1.7022,1.7022,1.7022,1.7022,1.7022,1.7022,1.7022,1.7022
10.0,1.704,1.704,1.704,1.704,1.704,1.704,1.704,1.704,1.704,1.704,1.704,1.704
1.7058,1.7058,1.7058,1.7058,1.7058,1.7058,1.7058,1.7058,1.7058,1.7058,1.7058,1.7058,1.7058
0.6119,1.3008,1.7076,1.7076,1.7076,1.7076,1.7076,1.7076,1.7076,1.7076,1.7076,1.7076,1.7076
10.0,1.7093,1.7093,1.7093,1.7093,1.7093,1.7093,1.7093,1.7093,1.7093,1.7093,1.7093,1.7093
1.7111,1.7111,1.7111,1.7111,1.7111,1.7111,1.7111,1.7111,1.7111,1.7111,1.7111,1.7111,1.7111
0.6565,1.2001,1.7129,1.7129,1.7129,1.7129,1.7129,1.7129,1.7129,1.7129,1.7129,1.7129,1.7129
1.7147,1.7147,1.7147,1.7147,1.7147,1.7147,1.7147,1.7147,1.7147,1.7147,1.7147,1.7147,1.7147
0.9242,1.7165,1.7165,1.7165,1.7165,1.7165,1.7165,1.7165,1.7165,1.7165,1.7165,1.7165,1.7165
10.0,1.7183,1.7183,1.7183,1.7183,1.7183,1.7183,1.7183,1.7183,1.7183,1.7183,1.7183,1.7183
1.7201,1.7201,1.7201,1.7201,1.7201,1.7201,1.7201,1.7201,1.7201,1.7201,1.7201,1.7201,1.7201
0.5402,1.0766,1.6607,1.7219,1.7219,1.7219,1.7219,1.7219,1.7219,1.7219,1.7219,1.7219,1.5246
1.7237,1.7237,1.7237,1.7237,1.7237,1.7237,1.7237,1.7237,1.7237,1.7237,1.7237,1.7237,1.7237
1.7255,1.7255,1.7255,1.7255,1.7255,1.7255,1.7255,1.7255,1.7255,1.7255,1.7255,1.7255,1.7255
0.8542,1.5614,1.7274,1.7274,1.7274,1.7274,1.7274,1.7274,1.7274,1.7274,1.7274,1.7274,1.7274
1.7292,1.7292,1.7292,1.7292,1.7292,1.7292,1.7292,1.7292,1.7292,1.7292,1.7292,1.7292,1.7292
0.626,1.4009,1.731,1.731,1.731,1.731,1.731,1.731,1.731,1.731,1.731,1.731,1.731
10.0,1.7328,1.7328,1.7328,1.7328,1.7328,1.7328,1.7328,1.7328,1.7328,1.7328,1.7328,1.7328
1.7347,1.7347,1.7347,1.7347,1.7347,1.7347,1.7347,1.7347,1.7347,1.7347,1.7347,1.7347,1.7347
0.544,1.0208,1.5746,1.7365,1.7365,1.7365,1.7365,1.7365,1.7365,1.7365,1.7365,1.7365,1.7365
1.7384,1.7384,1.7384,1.7384,1.7384,1.7384,1.7384,1.7384,1.7384,1.7384,1.7384,1.7384,1.7384
1.5074,1.7402,1.7402,1.7402,1.7402,1.7402,1.7402,1.7402,1.7402,1.7402,1.7402,1.7402,1.7402
10.0,1.7421,1.7421,1.7421,1.7421,1.7421,1.7421,1.7421,1.7421,1.7421,1.7421,1.7421,1.7421
1.7439,1.7439,1.7439,1.7439,1.7439,1.7439,1.7439,1.7439,1.7439,1.7439,1.7439,1.7439,1.7439
0.5127,1.0617,1.6377,1.7458,1.7458,1.7458,1.7458,1.7458,1.7458,1.7458,1.7458,1.7458,1.4391
10.0,1.7476,1.7476,1.7476,1.7476,1.7476,1.7476,1.7476,1.7476,1.7476,1.7476,1.7476,1.7476
1.7495,1.7495,1.7495,1.7495,1.7495,1.7495,1.7495,1.7495,1.7495,1.7495,1.7495,1.7495,1.7495
0.6341,1.1592,1.707,1.7514,1.7514,1.7514,1.7514,1.7514,1.7514,1.7514,1.7514,1.7514,1.7514
1.7532,1.7532,1.7532,1.7532,1.7532,1.7532,1.7532,1.7532,1.7281,1.7005,1.6733,1.6487,1.6293
0.6956,1.6746,1.7551,1.7551,1.7551,1.7551,1.7551,1.7551,1.7551,1.7551,1.7551,1.7551,1.7551
10.0,1.757,1.757,1.757,1.757,1.757,1.757,1.757,1.757,1.757,1.757,1.757,1.757
1.7589,1.7589,1.7589,1.7589,1.7589,1.7589,1.7589,1.7589,1.7589,1.7589,1.7589,1.7589,1.7589
0.4816,0.9383,1.4473,1.7608,1.7608,1.7608,1.7608,1.7608,1.7608,1.7608,1.7608,1.7608,1.3637
1.7627,1.7627,1.7627,1.7627,1.7627,1.7627,1.7627,1.7627,1.7627,1.7627,1.7627,1.7627,1.7627
1.7646,1.7646,1.7646,1.7646,1.7646,1.7646,1.7646,1.7646,1.7646,1.7646,1.7646,1.7646,1.7646
10.0,1.6883,1.7665,1.7665,1.7665,1.7665,1.7665,1.7665,1.7665,1.7665,1.7665,1.7665,1.7665
1.7684,1.7684,1.7684,1.7684,1.7684,1.7684,1.7684,1.7636,1.7353,1.7076,1.6804,1.6557,1.6362
0.5175,1.1202,1.7279,1.7703,1.7703,1.7703,1.7703,1.7703,1.7703,1.7703,1.7703,1.6402,1.444
10.0,1.7722,1.7722,1.7722,1.7722,1.7722,1.7722,1.7722,1.7722,1.7722,1.7722,1.7722,1.7722
1.7741,1.7741,1.7741,1.7741,1.7741,1.7741,1.7741,1.7741,1.7741,1.7741,1.7741,1.7741,1.7741
0.5156,0.9436,1.4555,1.776,1.776,1.776,1.776,1.776,1.776,1.776,1.776,1.776,1.776
1.778,1.778,1.778,1.778,1.778,1.7685,1.7332,1.7041,1.6769,1.6501,1.6237,1.5999,1.581
0.8997,1.7799,1.7799,1.7799,1.7799,1.7799,1.7799,1.7799,1.7799,1.7799,1.7799,1.7799,1.7799
10.0,1.7818,1.7818,1.7818,1.7818,1.7818,1.7818,1.7818,1.7818,1.7818,1.7818,1.7818,1.7818
1.7838,1.7838,1.7838,1.7838,1.7838,1.7838,1.7838,1.7838,1.7838,1.7838,1.7838,1.7838,1.7838
0.4517,0.9131,1.4085,1.7229,1.7857,1.7857,1.7857,1.7857,1.7857,1.7857,1.7857,1.7857,1.2722
10.0,1.7877,1.7877,1.7877,1.7877,1.7877,1.7877,1.7877,1.7877,1.7877,1.7877,1.7877,1.7877
1.7896,1.7896,1.7896,1.7896,1.7896,1.7896,1.7896,1.7896,1.7896,1.7896,1.7896,1.7896,1.7896
0.6498,1.1878,1.6858,1.7916,1.7916,1.7916,1.7916,1.7916,1.7916,1.7916,1.7916,1.7916,1.7916
1.7935,1.7935,1.7935,1.7935,1.6861,1.6531,1.6201,1.5929,1.5675,1.5424,1.5178,1.4955,1.4779
0.5587,1.281,1.7955,1.7955,1.7955,1.7955,1.7955,1.7955,1.7955,1.7955,1.7955,1.5492,1.7955
10.0,1.7975,1.7975,1.7975,1.7975,1.7975,1.7975,1.7975,1.7975,1.7975,1.7975,1.7975,1.7975
1.7995,1.7995,1.7995,1.7995,1.7995,1.7995,1.7995,1.7995,1.7995,1.7995,1.7995,1.7995,1.7995
0.4487,0.8545,1.318,1.6122,1.8014,1.8014,1.8014,1.8014,1.8014,1.8014,1.8014,1.8014,1.2749
1.8034,1.8034,1.8034,1.8034,1.8034,1.8034,1.7838,1.7539,1.7258,1.6983,1.6712,1.6466,1.6272
1.8054,1.8054,1.8054,1.8054,1.8054,1.8054,1.8054,1.8054,1.8054,1.8054,1.8054,1.8054,1.8054
10.0,1.8074,1.8074,1.8074,1.8074,1.8074,1.8074,1.8074,1.8074,1.8074,1.8074,1.8074,1.8074
1.8094,1.8094,1.8094,1.8094,1.7928,1.7577,1.7226,1.6937,1.6666,1.64,1.6138,1.5901,1.5714
0.4477,0.942,1.453,1.7774,1.8114,1.8114,1.8114,1.8114,1.8114,1.8114,1.8114,1.8114,1.254
10.0,1.8134,1.8134,1.8134,1.8134,1.8134,1.8134,1.8134,1.8134,1.8134,1.8134,1.8134,1.8134
1.8154,1.8154,1.8154,1.8154,1.8154,1.8154,1.8154,1.8154,1.8154,1.8154,1.8154,1.8154,1.8154
0.511,0.934,1.4026,1.7157,1.8174,1.8174,1.8174,1.8174,1.8174,1.8174,1.8174,1.8174,1.8174
1.8194,1.8194,1.8132,1.7108,1.6084,1.5769,1.5454,1.5195,1.4952,1.4713,1.4478,1.4265,1.4097
0.6561,1.6422,1.8215,1.8215,1.8215,1.8215,1.8215,1.8215,1.8215,1.8215,1.8215,1.8006,1.8215
10.0,1.8235,1.8235,1.8235,1.8235,1.8235,1.8235,1.8235,1.8235,1.8235,1.8235,1.8235,1.8235
1.8255,1.8255,1.8255,1.8255,1.8255,1.8255,1.8255,1.8255,1.8255,1.8255,1.8255,1.8255,1.8255
0.4134,0.8167,1.2598,1.541,1.8221,1.8276,1.8276,1.8276,1.8276,1.8276,1.8276,1.8276,1.1681
10.0,1.8296,1.8296,1.8296,1.8296,1.8296,1.8296,1.8296,1.8296,1.8296,1.8296,1.8119,1.7906
1.8316,1.8316,1.8316,1.8316,1.8316,1.8316,1.8316,1.8316,1.8316,1.8316,1.8316,1.8316,1.8316
0.7054,1.2895,1.7625,1.8337,1.8337,1.8337,1.8337,1.8337,1.8337,1.8337,1.8337,1.8337,1.8337
1.8357,1.8357,1.7883,1.6873,1.5863,1.5552,1.5242,1.4986,1.4746,1.4511,1.4279,1.4069,1.3904
0.4704,1.0386,1.6021,1.8378,1.8378,1.8378,1.8378,1.8378,1.8378,1.8378,1.8378,1.3106,1.8378
10.0,1.8399,1.8399,1.8399,1.8399,1.8399,1.8399,1.8399,1.8399,1.8399,1.8399,1.8399,1.8399
1.8419,1.8419,1.8419,1.8419,1.8419,1.8419,1.8419,1.8419,1.8419,1.8419,1.8419,1.8419,1.8419
0.4335,0.806,1.2433,1.5208,1.7983,1.844,1.844,1.844,1.844,1.844,1.844,1.844,1.844
1.8461,1.8461,1.8249,1.7218,1.6188,1.5871,1.5554,1.5293,1.5048,1.4808,1.4571,1.4357,1.4188
0.991,1.8482,1.8482,1.8482,1.8482,1.8482,1.8482,1.8482,1.8482,1.8482,1.8482,1.8482,1.8482
10.0,1.8503,1.8503,1.8503,1.8503,1.8503,1.8503,1.8503,1.8503,1.8503,1.8503,1.8503,1.8503
1.8523,1.8523,1.8523,1.8523,1.7882,1.7532,1.7182,1.6894,1.6624,1.6358,1.6097,1.586,1.5674
0.4014,0.8234,1.2701,1.5536,1.837,1.8544,1.8544,1.8544,1.8544,1.8544,1.8544,1.8544,1.1281
10.0,1.8565,1.8565,1.8565,1.8565,1.8565,1.8565,1.8565,1.8565,1.8565,1.8565,1.8565,1.8565
1.8587,1.8587,1.8587,1.8587,1.8587,1.8587,1.8587,1.8587,1.8587,1.8587,1.8587,1.8587,1.8587
0.5279,0.9649,1.4023,1.7153,1.8608,1.8608,1.8608,1.8608,1.8608,1.8608,1.8608,1.8608,1.8608
1.8629,1.8629,1.671,1.5766,1.4822,1.4532,1.4242,1.4003,1.3779,1.3559,1.3342,1.3146,1.2992
0.5295,1.249,1.865,1.865,1.865,1.865,1.865,1.865,1.865,1.865,1.865,1.4631,1.865
10.0,10.0,1.8671,1.8671,1.8671,1.8671,1.8671,1.8671,1.8671,1.8671,1.8671,1.8671,1.8671
1.8693,1.8693,1.8693,1.8693,1.8693,1.8693,1.8693,1.8693,1.8693,1.8693,1.8693,1.8693,1.8693
0.3905,0.7543,1.1635,1.4232,1.6829,1.8714,1.8714,1.8714,1.8714,1.8714,1.8714,1.8714,1.1072
10.0,1.8735,1.8735,1.8367,1.7268,1.693,1.6592,1.6313,1.6052,1.5796,1.5544,1.5315,1.5135
1.8757,1.8757,1.8757,1.8757,1.8757,1.8757,1.8757,1.8757,1.8757,1.8757,1.8757,1.8757,1.8757
10.0,1.4978,1.8778,1.8778,1.8778,1.8778,1.8778,1.8778,1.8778,1.8778,1.8778,1.8778,1.8778
1.88,1.88,1.7368,1.6387,1.5406,1.5104,1.4803,1.4554,1.4322,1.4093,1.3868,1.3664,1.3503
0.411,0.8796,1.3568,1.6597,1.8821,1.8821,1.8821,1.8821,1.8821,1.8821,1.8821,1.5055,1.1485
10.0,1.8843,1.8843,1.8843,1.8843,1.8843,1.8843,1.8843,1.8843,1.8843,1.8843,1.8843,1.8843
1.8865,1.8865,1.8865,1.8865,1.8865,1.8865,1.8865,1.8865,1.8865,1.8865,1.8865,1.8865,1.8865
0.433,0.7915,1.2098,1.4799,1.7499,1.8886,1.8886,1.8886,1.8886,1.8886,1.8886,1.8886,1.8886
1.8908,1.8908,1.6436,1.5507,1.4579,1.4293,1.4008,1.3773,1.3553,1.3336,1.3123,1.293,1.2778
0.6564,1.7215,1.893,1.893,1.893,1.893,1.893,1.893,1.893,1.893,1.8282,1.893,1.893
10.0,10.0,1.8952,1.8952,1.8952,1.8952,1.8952,1.8952,1.8952,1.8952,1.8952,1.8952,1.8952
1.8974,1.8974,1.8974,1.8974,1.8507,1.8145,1.7783,1.7485,1.7205,1.693,1.666,1.6415,1.6222
0.3708,0.7429,1.1459,1.4017,1.6574,1.8513,1.8996,1.8996,1.8996,1.8996,1.8996,1.8996,1.0455
10.0,1.9018,1.9018,1.9018,1.9018,1.9018,1.8992,1.8674,1.8375,1.8082,1.7793,1.7531,1.7325
1.904,1.904,1.904,1.904,1.904,1.904,1.904,1.904,1.904,1.904,1.904,1.904,1.904
0.5697,1.0414,1.4537,1.7782,1.9062,1.9062,1.9062,1.9062,1.9062,1.9062,1.9062,1.9062,1.9062
1.9084,1.8259,1.5847,1.4952,1.4057,1.3782,1.3507,1.328,1.3068,1.2859,1.2654,1.2468,1.2321
0.4466,1.0082,1.5552,1.9024,1.9107,1.9107,1.9107,1.9107,1.9107,1.9107,1.9107,1.2407,1.9107
10.0,10.0,1.9129,1.9129,1.9129,1.9129,1.9129,1.9129,1.9129,1.9129,1.9129,1.9129,1.9129
1.9151,1.9151,1.9151,1.9151,1.9151,1.9151,1.9151,1.9151,1.9151,1.9151,1.9151,1.9151,1.9151
0.3797,0.7165,1.1052,1.3519,1.5986,1.7856,1.9174,1.9174,1.9174,1.9174,1.9174,1.9174,1.0802
10.0,1.9196,1.7044,1.6081,1.5119,1.4823,1.4527,1.4283,1.4055,1.383,1.3609,1.3409,1.3251
1.2186,1.9219,1.9219,1.9219,1.9219,1.9219,1.9219,1.9219,1.9219,1.9219,1.9219,1.9219,1.9219
10.0,10.0,1.9241,1.9241,1.9241,1.9241,1.9241,1.9241,1.9241,1.9241,1.9241,1.9241,1.9241
1.9264,1.9264,1.7382,1.64,1.5418,1.5116,1.4815,1.4566,1.4333,1.4104,1.3879,1.3675,1.3514
0.3703,0.7713,1.1897,1.4553,1.7208,1.922,1.9287,1.9287,1.9287,1.9287,1.9287,1.9287,1.0384
10.0,1.9309,1.9309,1.9309,1.9309,1.9309,1.9309,1.9309,1.9309,1.9309,1.9309,1.9309,1.9309
1.9332,1.9332,1.9332,1.9332,1.9332,1.9332,1.9332,1.9332,1.9332,1.9332,1.9332,1.9332,1.9332
0.447,0.8171,1.2125,1.4832,1.7538,1.9355,1.9355,1.9355,1.9355,1.9355,1.9355,1.9355,1.9355
1.9378,1.7536,1.522,1.436,1.35,1.3236,1.2972,1.2754,1.255,1.235,1.2152,1.1974,1.1833
0.5227,1.276,1.9401,1.9401,1.9401,1.9401,1.9401,1.9401,1.9401,1.9401,1.9337,1.4387,1.9401
10.0,10.0,1.9424,1.9424,1.9424,1.9424,1.9424,1.9424,1.9424,1.9424,1.9424,1.9424,1.9424
1.9447,1.9447,1.9447,1.9447,1.9447,1.9447,1.915,1.8829,1.8527,1.8232,1.794,1.7677,1.9447
0.3517,0.6889,1.0626,1.2997,1.5369,1.7166,1.8964,1.947,1.947,1.947,1.947,1.947,0.9951
10.0,1.9493,1.8776,1.7715,1.6654,1.6328,1.6002,1.5734,1.5482,1.5235,1.4992,1.4771,1.4597
1.9516,1.9516,1.9516,1.9516,1.9516,1.9516,1.9516,1.9516,1.9516,1.9516,1.9516,1.9516,1.9516
10.0,1.184,1.6183,1.9172,1.954,1.954,1.954,1.954,1.954,1.954,1.954,1.954,1.954
1.9563,1.7781,1.5432,1.456,1.3689,1.3421,1.3153,1.2932,1.2725,1.2522,1.2322,1.2141,1.1998
0.3901,0.8505,1.3119,1.6048,1.8976,1.9586,1.9586,1.9586,1.9586,1.9586,1.9586,1.1377,1.9586
10.0,10.0,1.961,1.961,1.961,1.961,1.961,1.961,1.961,1.961,1.961,1.961,1.961
1.9633,1.9633,1.9633,1.9633,1.9633,1.9633,1.9633,1.9633,1.9633,1.9633,1.9633,1.9633,1.9633
0.3794,0.6986,1.0776,1.3181,1.5586,1.7409,1.9232,1.9657,1.9657,1.9657,1.9657,1.9657,1.9657
1.968,1.7709,1.5369,1.4501,1.3633,1.3366,1.3099,1.288,1.2674,1.2471,1.2272,1.2092,1.1949
0.7322,1.9204,1.9704,1.9704,1.9704,1.9704,1.9704,1.9704,1.9704,1.9704,1.8455,1.9704,1.9704
10.0,10.0,1.9728,1.9728,1.9728,1.9728,1.9728,1.9728,1.9728,1.9728,1.9728,1.9728,1.9728
1.9752,1.9752,1.7934,1.692,1.5908,1.5596,1.5285,1.5029,1.4788,1.4552,1.432,1.4109,1.3943
0.3426,0.6963,1.074,1.3138,1.5535,1.7352,1.9169,1.9775,1.9775,1.9775,1.9775,1.9775,0.964
10.0,1.9799,1.9799,1.9799,1.9799,1.944,1.9052,1.8733,1.8433,1.8139,1.7849,1.7586,1.738
1.9823,1.9823,1.9823,1.9823,1.9823,1.9823,1.9823,1.9823,1.9823,1.9823,1.9823,1.9823,1.9823
0.4782,0.8741,1.2524,1.5319,1.8114,1.9847,1.9847,1.9847,1.9847,1.9847,1.9847,1.9847,1.9847
1.9383,1.6652,1.4452,1.3635,1.2819,1.2568,1.2317,1.2111,1.1917,1.1727,1.1539,1.137,1.1236
0.4376,1.0137,1.5636,1.9127,1.9896,1.9896,1.9896,1.9896,1.9896,1.9896,1.9896,1.2118,1.9896
10.0,10.0,1.992,1.992,1.992,1.992,1.992,1.992,1.992,1.992,1.992,1.992,1.992
1.9944,1.9944,1.9944,1.9944,1.9944,1.9944,1.9944,1.9944,1.9944,1.9944,1.9944,1.9944,1.9944
0.342,0.6548,1.01,1.2355,1.4609,1.6318,1.8026,1.9692,1.9968,1.9968,1.9968,1.9968,0.9709
10.0,1.8876,1.6383,1.5457,1.4532,1.4248,1.3963,1.3729,1.3509,1.3294,1.3081,1.2889,1.2737
1.7771,2.0017,2.0017,2.0017,2.0017,2.0017,2.0017,2.0017,2.0017,2.0017,2.0017,2.0017,2.0017
10.0,10.0,1.9737,2.0042,2.0042,2.0042,2.0042,2.0042,2.0042,2.0042,2.0042,2.0042,2.0042
2.0066,1.7767,1.542,1.4549,1.3678,1.341,1.3143,1.2922,1.2715,1.2512,1.2312,1.2131,1.1989
0.3508,0.7428,1.1458,1.4016,1.6573,1.8512,2.0091,2.0091,2.0091,2.0091,2.0091,1.5107,0.9817
10.0,10.0,2.0115,2.0115,2.0115,2.0115,2.0115,2.0115,2.0115,2.0115,2.0115,2.0115,2.0115
2.014,2.014,2.014,2.014,2.014,2.014,2.014,2.014,2.014,2.014,2.014,2.014,2.014
0.3899,0.7127,1.0778,1.3183,1.5589,1.7412,1.9235,2.0165,2.0165,2.0165,2.0165,2.0165,2.0165
1.9073,1.6385,1.4221,1.3417,1.2614,1.2367,1.212,1.1917,1.1726,1.1539,1.1355,1.1188,1.1056
0.5337,1.3594,2.0215,2.0215,2.0215,2.0215,2.0215,2.0215,2.0215,2.0215,1.663,1.4618,2.0215
10.0,10.0,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024
2.0265,2.0265,1.9127,1.8046,1.6966,1.6634,1.6302,1.6028,1.5772,1.552,1.5272,1.5047,2.0265
0.3247,0.6448,0.9947,1.2167,1.4387,1.6069,1.7752,1.9392,2.029,2.029,2.029,2.029,0.9167
10.0,2.0315,1.8631,1.7578,1.6526,1.6202,1.5879,1.5612,1.5363,1.5117,1.4876,1.4657,1.4485
2.034,2.034,2.034,2.034,2.034,2.034,2.034,2.034,2.034,2.034,2.034,2.034,2.034
0.5336,0.9754,1.3367,1.6351,1.9334,2.0365,2.0365,2.0365,2.0365,2.0365,2.0365,2.0365,2.0365
